,user_id,meal_occasion,required_categories
375,user_375_dinner,dinner,"{'Appetizer', 'Dessert', 'Main Course', 'Beverage', 'Side'}"
376,user_376_snacks,snacks,{'Appetizer'}
377,user_377_lunch,lunch,"{'Main Course', 'Beverage'}"
378,user_378_dinner,dinner,"{'Main Course', 'Soup', 'Beverage', 'Side'}"
379,user_379_lunch,lunch,"{'Salad', 'Soup', 'Beverage'}"
380,user_380_dinner,dinner,"{'Main Course', 'Beverage', 'Dessert', 'Side'}"
381,user_381_lunch,lunch,"{'Salad', 'Soup', 'Beverage'}"
382,user_382_snacks,snacks,{'Appetizer'}
383,user_383_breakfast,breakfast,"{'Main Course', 'Beverage'}"
384,user_384_dinner,dinner,"{'Appetizer', 'Dessert', 'Main Course', 'Beverage', 'Side'}"
385,user_385_dinner,dinner,"{'Side', 'Main Course', 'Beverage', 'Appetizer'}"
386,user_386_breakfast,breakfast,"{'Breakfast Item', 'Beverage'}"
387,user_387_breakfast,breakfast,"{'Breakfast Item', 'Beverage'}"
388,user_388_breakfast,breakfast,"{'Main Course', 'Beverage'}"
389,user_389_lunch,lunch,"{'Main Course', 'Beverage', 'Side'}"
390,user_390_breakfast,breakfast,"{'Breakfast Item', 'Beverage', 'Side'}"
391,user_391_dinner,dinner,"{'Salad', 'Dessert', 'Main Course', 'Beverage', 'Side'}"
392,user_392_lunch,lunch,"{'Main Course', 'Beverage', 'Side'}"
393,user_393_lunch,lunch,"{'Main Course', 'Beverage', 'Side'}"
394,user_394_snacks,snacks,{'Beverage'}
395,user_395_breakfast,breakfast,"{'Breakfast Item', 'Beverage'}"
396,user_396_breakfast,breakfast,"{'Breakfast Item', 'Beverage'}"
397,user_397_dinner,dinner,"{'Main Course', 'Beverage', 'Dessert', 'Side'}"
398,user_398_dinner,dinner,"{'Salad', 'Dessert', 'Main Course', 'Beverage', 'Side'}"
399,user_399_snacks,snacks,{'Appetizer'}
400,user_400_snacks,snacks,{'Beverage'}
401,user_401_breakfast,breakfast,"{'Breakfast Item', 'Beverage'}"
402,user_402_snacks,snacks,{'Dessert'}
403,user_403_dinner,dinner,"{'Appetizer', 'Dessert', 'Main Course', 'Beverage', 'Side'}"
404,user_404_lunch,lunch,"{'Salad', 'Soup', 'Beverage'}"
405,user_405_dinner,dinner,"{'Main Course', 'Beverage', 'Dessert', 'Side'}"
406,user_406_snacks,snacks,{'Appetizer'}
407,user_407_snacks,snacks,{'Dessert'}
408,user_408_dinner,dinner,"{'Side', 'Main Course', 'Beverage', 'Appetizer'}"
409,user_409_dinner,dinner,"{'Side', 'Main Course', 'Beverage', 'Appetizer'}"
410,user_410_lunch,lunch,"{'Main Course', 'Beverage'}"
411,user_411_lunch,lunch,"{'Main Course', 'Beverage'}"
412,user_412_dinner,dinner,"{'Salad', 'Dessert', 'Main Course', 'Beverage', 'Side'}"
413,user_413_dinner,dinner,"{'Main Course', 'Soup', 'Beverage', 'Side'}"
414,user_414_lunch,lunch,"{'Main Course', 'Soup', 'Beverage', 'Side'}"
415,user_415_dinner,dinner,"{'Main Course', 'Beverage', 'Dessert', 'Side'}"
416,user_416_lunch,lunch,"{'Main Course', 'Soup', 'Beverage', 'Side'}"
417,user_417_lunch,lunch,"{'Main Course', 'Soup', 'Beverage', 'Side'}"
418,user_418_dinner,dinner,"{'Side', 'Main Course', 'Beverage', 'Appetizer'}"
419,user_419_dinner,dinner,"{'Main Course', 'Beverage', 'Dessert', 'Side'}"
420,user_420_snacks,snacks,{'Appetizer'}
421,user_421_snacks,snacks,{'Beverage'}
422,user_422_snacks,snacks,"{'Beverage', 'Appetizer'}"
423,user_423_lunch,lunch,"{'Main Course', 'Beverage', 'Side'}"
424,user_424_breakfast,breakfast,"{'Main Course', 'Beverage'}"
425,user_425_snacks,snacks,{'Dessert'}
426,user_426_breakfast,breakfast,"{'Breakfast Item', 'Beverage'}"
427,user_427_snacks,snacks,{'Appetizer'}
428,user_428_breakfast,breakfast,"{'Breakfast Item', 'Beverage'}"
429,user_429_snacks,snacks,{'Beverage'}
430,user_430_dinner,dinner,"{'Side', 'Main Course', 'Beverage', 'Appetizer'}"
431,user_431_dinner,dinner,"{'Main Course', 'Beverage', 'Side'}"
432,user_432_lunch,lunch,"{'Main Course', 'Beverage', 'Side'}"
433,user_433_snacks,snacks,{'Dessert'}
434,user_434_dinner,dinner,"{'Side', 'Main Course', 'Beverage', 'Appetizer'}"
435,user_435_breakfast,breakfast,"{'Breakfast Item', 'Beverage'}"
436,user_436_breakfast,breakfast,"{'Main Course', 'Beverage'}"
437,user_437_lunch,lunch,"{'Main Course', 'Beverage'}"
438,user_438_dinner,dinner,"{'Main Course', 'Beverage', 'Side'}"
439,user_439_snacks,snacks,"{'Beverage', 'Appetizer'}"
440,user_440_breakfast,breakfast,"{'Breakfast Item', 'Beverage', 'Side'}"
441,user_441_snacks,snacks,"{'Beverage', 'Dessert'}"
442,user_442_breakfast,breakfast,"{'Breakfast Item', 'Beverage'}"
443,user_443_snacks,snacks,{'Beverage'}
444,user_444_snacks,snacks,{'Beverage'}
445,user_445_dinner,dinner,"{'Main Course', 'Beverage', 'Dessert', 'Side'}"
446,user_446_snacks,snacks,{'Appetizer'}
447,user_447_breakfast,breakfast,"{'Main Course', 'Beverage'}"
448,user_448_breakfast,breakfast,"{'Breakfast Item', 'Beverage'}"
449,user_449_lunch,lunch,"{'Main Course', 'Beverage'}"
450,user_450_breakfast,breakfast,"{'Main Course', 'Beverage'}"
451,user_451_dinner,dinner,"{'Main Course', 'Beverage', 'Side'}"
452,user_452_snacks,snacks,{'Dessert'}
453,user_453_snacks,snacks,"{'Beverage', 'Dessert'}"
454,user_454_snacks,snacks,"{'Beverage', 'Appetizer'}"
455,user_455_breakfast,breakfast,"{'Main Course', 'Beverage'}"
456,user_456_snacks,snacks,{'Appetizer'}
457,user_457_lunch,lunch,"{'Main Course', 'Beverage'}"
458,user_458_dinner,dinner,"{'Appetizer', 'Dessert', 'Main Course', 'Beverage', 'Side'}"
459,user_459_snacks,snacks,"{'Beverage', 'Dessert'}"
460,user_460_breakfast,breakfast,"{'Main Course', 'Beverage'}"
461,user_461_breakfast,breakfast,"{'Breakfast Item', 'Beverage', 'Side'}"
462,user_462_lunch,lunch,"{'Salad', 'Soup', 'Beverage'}"
463,user_463_dinner,dinner,"{'Side', 'Main Course', 'Beverage', 'Appetizer'}"
464,user_464_dinner,dinner,"{'Salad', 'Dessert', 'Main Course', 'Beverage', 'Side'}"
465,user_465_snacks,snacks,"{'Beverage', 'Dessert'}"
466,user_466_lunch,lunch,"{'Main Course', 'Salad', 'Beverage'}"
467,user_467_snacks,snacks,{'Appetizer'}
468,user_468_lunch,lunch,"{'Main Course', 'Salad', 'Beverage'}"
469,user_469_lunch,lunch,"{'Salad', 'Soup', 'Beverage'}"
470,user_470_breakfast,breakfast,"{'Main Course', 'Beverage'}"
471,user_471_lunch,lunch,"{'Main Course', 'Soup', 'Beverage', 'Side'}"
472,user_472_breakfast,breakfast,"{'Breakfast Item', 'Beverage'}"
473,user_473_snacks,snacks,"{'Beverage', 'Appetizer'}"
474,user_474_lunch,lunch,"{'Main Course', 'Beverage'}"
475,user_475_dinner,dinner,"{'Salad', 'Dessert', 'Main Course', 'Beverage', 'Side'}"
476,user_476_snacks,snacks,{'Beverage'}
477,user_477_dinner,dinner,"{'Appetizer', 'Dessert', 'Main Course', 'Beverage', 'Side'}"
478,user_478_lunch,lunch,"{'Main Course', 'Beverage', 'Side'}"
479,user_479_breakfast,breakfast,"{'Breakfast Item', 'Beverage'}"
480,user_480_lunch,lunch,"{'Main Course', 'Beverage'}"
481,user_481_snacks,snacks,{'Dessert'}
482,user_482_lunch,lunch,"{'Main Course', 'Beverage'}"
483,user_483_snacks,snacks,{'Appetizer'}
484,user_484_breakfast,breakfast,"{'Main Course', 'Beverage'}"
485,user_485_dinner,dinner,"{'Main Course', 'Soup', 'Beverage', 'Side'}"
486,user_486_dinner,dinner,"{'Salad', 'Dessert', 'Main Course', 'Beverage', 'Side'}"
487,user_487_breakfast,breakfast,"{'Breakfast Item', 'Beverage'}"
488,user_488_dinner,dinner,"{'Side', 'Main Course', 'Beverage', 'Appetizer'}"
489,user_489_snacks,snacks,"{'Beverage', 'Dessert'}"
490,user_490_lunch,lunch,"{'Main Course', 'Beverage'}"
491,user_491_breakfast,breakfast,"{'Breakfast Item', 'Beverage', 'Side'}"
492,user_492_lunch,lunch,"{'Main Course', 'Soup', 'Beverage', 'Side'}"
493,user_493_lunch,lunch,"{'Main Course', 'Beverage', 'Side'}"
494,user_494_lunch,lunch,"{'Main Course', 'Beverage'}"
495,user_495_lunch,lunch,"{'Main Course', 'Beverage', 'Side'}"
496,user_496_breakfast,breakfast,"{'Breakfast Item', 'Beverage', 'Side'}"
497,user_497_lunch,lunch,"{'Main Course', 'Beverage'}"
498,user_498_snacks,snacks,"{'Beverage', 'Dessert'}"
499,user_499_dinner,dinner,"{'Main Course', 'Beverage', 'Dessert', 'Side'}"
