user_id,meal_occasion,lead_researcher,team,goodness_score
user_274_breakfast,breakfast,Cereal Special (m78),['Cereal Special (m78)'],0.4
user_275_lunch,lunch,Chicken Wings Deluxe (m52),"['Chicken Wings Deluxe (m52)', 'Peach Tea Deluxe (m4)']",0.45625
user_276_breakfast,breakfast,Donut Special (m31),['Donut Special (m31)'],0.4
user_277_lunch,lunch,Donut Special (m31),['Donut Special (m31)'],0.4
user_278_breakfast,breakfast,Milk Spicy (m16),['Milk Spicy (m16)'],0.4
user_279_lunch,lunch,Cranberry Juice Spicy (m320),['Cranberry Juice Spicy (m320)'],0.4
user_280_lunch,lunch,Cranberry Juice Spicy (m320),['Cranberry Juice Spicy (m320)'],0.4
user_281_dinner,dinner,Chicken Wings Deluxe (m52),"['Chicken Wings Deluxe (m52)', 'Raspberry Lemonade Mild (m10)']",0.425
user_282_lunch,lunch,Chicken Wings Deluxe (m52),"['Chicken Wings Deluxe (m52)', 'Banana Split Mild (m5)']",0.425
user_283_snacks,snacks,Banana Split Mild (m5),['Banana Split Mild (m5)'],0.4
user_284_lunch,lunch,Spinach Salad Spicy (m118),['Spinach Salad Spicy (m118)'],0.4
user_285_lunch,lunch,Cranberry Juice Spicy (m320),['Cranberry Juice Spicy (m320)'],0.4
user_286_breakfast,breakfast,Milk Spicy (m16),['Milk Spicy (m16)'],0.4
user_287_dinner,dinner,Beef Burrito Deluxe (m21),"['Beef Burrito Deluxe (m21)', 'Mac and Cheese (m191)']",0.45
user_288_dinner,dinner,Green Beans (m29),"['Green Beans (m29)', 'Banana Split Mild (m5)']",0.45625
user_289_lunch,lunch,Spinach Salad Spicy (m118),['Spinach Salad Spicy (m118)'],0.4
user_290_snacks,snacks,Banana Split Mild (m5),['Banana Split Mild (m5)'],0.4
user_291_lunch,lunch,Spinach Salad Spicy (m118),['Spinach Salad Spicy (m118)'],0.4
user_292_snacks,snacks,Banana Split Mild (m5),['Banana Split Mild (m5)'],0.4
user_293_lunch,lunch,Chicken Wings Deluxe (m52),"['Chicken Wings Deluxe (m52)', 'Banana Split Mild (m5)']",0.425
user_294_dinner,dinner,Pork Schnitzel Mild (m32),"['Pork Schnitzel Mild (m32)', 'Raspberry Lemonade Mild (m10)']",0.425
user_295_breakfast,breakfast,Cereal Special (m78),['Cereal Special (m78)'],0.4
user_296_dinner,dinner,Green Beans (m29),"['Green Beans (m29)', 'Tomato Juice (m51)']",0.425
user_297_breakfast,breakfast,Milk Spicy (m16),['Milk Spicy (m16)'],0.4
user_298_snacks,snacks,Banana Split Mild (m5),['Banana Split Mild (m5)'],0.4
user_299_dinner,dinner,Green Beans (m29),"['Green Beans (m29)', 'Pasta Salad Classic (m40)']",0.425
user_300_dinner,dinner,Green Beans (m29),"['Green Beans (m29)', 'Peach Tea Deluxe (m4)']",0.425
user_301_snacks,snacks,Banana Split Mild (m5),['Banana Split Mild (m5)'],0.4
user_302_lunch,lunch,Fish Tacos Spicy (m1561),['Fish Tacos Spicy (m1561)'],0.4
user_303_snacks,snacks,Tomato Juice (m51),['Tomato Juice (m51)'],0.4
user_304_dinner,dinner,Green Beans (m29),"['Green Beans (m29)', 'Pasta Salad Classic (m40)']",0.425
user_305_lunch,lunch,Fish Tacos Spicy (m1561),['Fish Tacos Spicy (m1561)'],0.4
user_306_breakfast,breakfast,Cereal Special (m78),['Cereal Special (m78)'],0.4
user_307_snacks,snacks,Tomato Juice (m51),['Tomato Juice (m51)'],0.4
user_308_snacks,snacks,Tomato Juice (m51),['Tomato Juice (m51)'],0.4
user_309_dinner,dinner,Chicken Wings Deluxe (m52),"['Chicken Wings Deluxe (m52)', 'Raspberry Lemonade Mild (m10)']",0.425
user_310_breakfast,breakfast,Cereal Special (m78),['Cereal Special (m78)'],0.4
user_311_dinner,dinner,Pork Schnitzel Mild (m32),"['Pork Schnitzel Mild (m32)', 'Peach Tea Deluxe (m4)']",0.425
user_312_lunch,lunch,Cranberry Juice Spicy (m320),['Cranberry Juice Spicy (m320)'],0.4
user_313_lunch,lunch,Donut Special (m31),['Donut Special (m31)'],0.4
user_314_dinner,dinner,Fish Tacos Spicy (m1561),['Fish Tacos Spicy (m1561)'],0.4
user_315_lunch,lunch,Spinach Salad Spicy (m118),['Spinach Salad Spicy (m118)'],0.4
user_316_snacks,snacks,Hummus with Pita Classic (m6),['Hummus with Pita Classic (m6)'],0.4
user_317_lunch,lunch,Chicken Wings Deluxe (m52),"['Chicken Wings Deluxe (m52)', 'Banana Split Mild (m5)']",0.425
user_318_breakfast,breakfast,Milk Spicy (m16),['Milk Spicy (m16)'],0.4
user_319_lunch,lunch,Chicken Wings Deluxe (m52),"['Chicken Wings Deluxe (m52)', 'Peach Tea Deluxe (m4)']",0.45625
user_320_dinner,dinner,Green Beans (m29),"['Green Beans (m29)', 'Banana Split Mild (m5)']",0.45625
user_321_snacks,snacks,Peach Tea Deluxe (m4),['Peach Tea Deluxe (m4)'],0.4
user_322_breakfast,breakfast,Milk Spicy (m16),['Milk Spicy (m16)'],0.4
user_323_lunch,lunch,Fish Tacos Spicy (m1561),['Fish Tacos Spicy (m1561)'],0.4
user_324_snacks,snacks,Peach Tea Deluxe (m4),['Peach Tea Deluxe (m4)'],0.4
user_325_dinner,dinner,Pork Schnitzel Mild (m32),"['Pork Schnitzel Mild (m32)', 'Peach Tea Deluxe (m4)']",0.425
user_326_snacks,snacks,Peach Tea Deluxe (m4),['Peach Tea Deluxe (m4)'],0.4
user_327_breakfast,breakfast,Milk Spicy (m16),['Milk Spicy (m16)'],0.4
user_328_snacks,snacks,Banana Split Mild (m5),['Banana Split Mild (m5)'],0.4
user_329_lunch,lunch,Fish Tacos Spicy (m1561),['Fish Tacos Spicy (m1561)'],0.4
user_330_dinner,dinner,Green Beans (m29),"['Green Beans (m29)', 'Tomato Juice (m51)']",0.425
user_331_snacks,snacks,Banana Split Mild (m5),['Banana Split Mild (m5)'],0.4
user_332_snacks,snacks,Hummus with Pita Classic (m6),['Hummus with Pita Classic (m6)'],0.4
user_333_lunch,lunch,Spinach Salad Spicy (m118),['Spinach Salad Spicy (m118)'],0.4
user_334_snacks,snacks,Hummus with Pita Classic (m6),['Hummus with Pita Classic (m6)'],0.4
user_335_lunch,lunch,Donut Special (m31),['Donut Special (m31)'],0.4
user_336_snacks,snacks,Peach Tea Deluxe (m4),['Peach Tea Deluxe (m4)'],0.4
user_337_snacks,snacks,Hummus with Pita Classic (m6),['Hummus with Pita Classic (m6)'],0.4
user_338_dinner,dinner,Green Beans (m29),"['Green Beans (m29)', 'Banana Split Mild (m5)']",0.45625
user_339_dinner,dinner,Green Beans (m29),"['Green Beans (m29)', 'Raspberry Lemonade Mild (m10)']",0.425
user_340_snacks,snacks,Banana Split Mild (m5),['Banana Split Mild (m5)'],0.4
user_341_snacks,snacks,Hummus with Pita Classic (m6),['Hummus with Pita Classic (m6)'],0.4
user_342_dinner,dinner,Green Beans (m29),"['Green Beans (m29)', 'Tea Classic (m57)']",0.425
user_343_breakfast,breakfast,Donut Special (m31),['Donut Special (m31)'],0.4
user_344_breakfast,breakfast,Cereal Special (m78),['Cereal Special (m78)'],0.4
user_345_lunch,lunch,Cranberry Juice Spicy (m320),['Cranberry Juice Spicy (m320)'],0.4
user_346_breakfast,breakfast,Cereal Special (m78),['Cereal Special (m78)'],0.4
user_347_breakfast,breakfast,Cereal Special (m78),['Cereal Special (m78)'],0.4
user_348_dinner,dinner,Fish Tacos Spicy (m1561),['Fish Tacos Spicy (m1561)'],0.4
user_349_lunch,lunch,Spinach Salad Spicy (m118),['Spinach Salad Spicy (m118)'],0.4
user_350_lunch,lunch,Spinach Salad Spicy (m118),['Spinach Salad Spicy (m118)'],0.4
user_351_dinner,dinner,Green Beans (m29),"['Green Beans (m29)', 'Tea Classic (m57)']",0.425
user_352_breakfast,breakfast,Milk Spicy (m16),['Milk Spicy (m16)'],0.4
user_353_snacks,snacks,Hummus with Pita Classic (m6),['Hummus with Pita Classic (m6)'],0.4
user_354_lunch,lunch,Chicken Wings Deluxe (m52),"['Chicken Wings Deluxe (m52)', 'Peach Tea Deluxe (m4)']",0.45625
user_355_dinner,dinner,Green Beans (m29),"['Green Beans (m29)', 'Tea Classic (m57)']",0.425
user_356_breakfast,breakfast,Cereal Special (m78),['Cereal Special (m78)'],0.4
user_357_lunch,lunch,Fish Tacos Spicy (m1561),['Fish Tacos Spicy (m1561)'],0.4
user_358_breakfast,breakfast,Milk Spicy (m16),['Milk Spicy (m16)'],0.4
user_359_dinner,dinner,Green Beans (m29),"['Green Beans (m29)', 'Tomato Juice (m51)']",0.425
user_360_snacks,snacks,Banana Split Mild (m5),['Banana Split Mild (m5)'],0.4
user_361_breakfast,breakfast,Donut Special (m31),['Donut Special (m31)'],0.4
user_362_dinner,dinner,Green Beans (m29),"['Green Beans (m29)', 'Tomato Juice (m51)']",0.425
user_363_breakfast,breakfast,Donut Special (m31),['Donut Special (m31)'],0.4
user_364_breakfast,breakfast,Cereal Special (m78),['Cereal Special (m78)'],0.4
user_365_dinner,dinner,Green Beans (m29),"['Green Beans (m29)', 'Pasta Salad Classic (m40)']",0.425
user_366_snacks,snacks,Tomato Juice (m51),['Tomato Juice (m51)'],0.4
user_367_snacks,snacks,Banana Split Mild (m5),['Banana Split Mild (m5)'],0.4
user_368_lunch,lunch,Fish Tacos Spicy (m1561),['Fish Tacos Spicy (m1561)'],0.4
user_369_snacks,snacks,Banana Split Mild (m5),['Banana Split Mild (m5)'],0.4
user_370_dinner,dinner,Green Beans (m29),"['Green Beans (m29)', 'Peach Tea Deluxe (m4)']",0.425
user_371_lunch,lunch,Fish Tacos Spicy (m1561),['Fish Tacos Spicy (m1561)'],0.4
user_372_breakfast,breakfast,Donut Special (m31),['Donut Special (m31)'],0.4
user_373_lunch,lunch,Cranberry Juice Spicy (m320),['Cranberry Juice Spicy (m320)'],0.4
user_374_breakfast,breakfast,Milk Spicy (m16),['Milk Spicy (m16)'],0.4
user_375_dinner,dinner,Beef Burrito Deluxe (m21),"['Beef Burrito Deluxe (m21)', 'Cereal Special (m78)']",0.425
user_376_snacks,snacks,Hummus with Pita Classic (m6),['Hummus with Pita Classic (m6)'],0.4
user_377_lunch,lunch,Donut Special (m31),['Donut Special (m31)'],0.4
user_378_dinner,dinner,Chicken Wings Deluxe (m52),"['Chicken Wings Deluxe (m52)', 'Banana Split Mild (m5)']",0.425
user_379_lunch,lunch,Spinach Salad Spicy (m118),['Spinach Salad Spicy (m118)'],0.4
user_380_dinner,dinner,Green Beans (m29),"['Green Beans (m29)', 'Banana Split Mild (m5)']",0.45625
user_381_lunch,lunch,Spinach Salad Spicy (m118),['Spinach Salad Spicy (m118)'],0.4
user_382_snacks,snacks,Hummus with Pita Classic (m6),['Hummus with Pita Classic (m6)'],0.4
user_383_breakfast,breakfast,Donut Special (m31),['Donut Special (m31)'],0.4
user_384_dinner,dinner,Beef Burrito Deluxe (m21),"['Beef Burrito Deluxe (m21)', 'Stuffed Mushrooms Classic (m154)']",0.45
user_385_dinner,dinner,Pork Schnitzel Mild (m32),"['Pork Schnitzel Mild (m32)', 'Raspberry Lemonade Mild (m10)']",0.425
user_386_breakfast,breakfast,Milk Spicy (m16),['Milk Spicy (m16)'],0.4
user_387_breakfast,breakfast,Milk Spicy (m16),['Milk Spicy (m16)'],0.4
user_388_breakfast,breakfast,Donut Special (m31),['Donut Special (m31)'],0.4
user_389_lunch,lunch,Fish Tacos Spicy (m1561),['Fish Tacos Spicy (m1561)'],0.4
user_390_breakfast,breakfast,Cereal Special (m78),['Cereal Special (m78)'],0.4
user_391_dinner,dinner,Green Beans (m29),"['Green Beans (m29)', 'Pasta Salad Classic (m40)']",0.425
user_392_lunch,lunch,Fish Tacos Spicy (m1561),['Fish Tacos Spicy (m1561)'],0.4
user_393_lunch,lunch,Fish Tacos Spicy (m1561),['Fish Tacos Spicy (m1561)'],0.4
user_394_snacks,snacks,Peach Tea Deluxe (m4),['Peach Tea Deluxe (m4)'],0.4
user_395_breakfast,breakfast,Milk Spicy (m16),['Milk Spicy (m16)'],0.4
user_396_breakfast,breakfast,Milk Spicy (m16),['Milk Spicy (m16)'],0.4
user_397_dinner,dinner,Green Beans (m29),"['Green Beans (m29)', 'Peach Tea Deluxe (m4)']",0.425
user_398_dinner,dinner,Green Beans (m29),"['Green Beans (m29)', 'Tea Classic (m57)']",0.425
user_399_snacks,snacks,Hummus with Pita Classic (m6),['Hummus with Pita Classic (m6)'],0.4
user_400_snacks,snacks,Peach Tea Deluxe (m4),['Peach Tea Deluxe (m4)'],0.4
user_401_breakfast,breakfast,Milk Spicy (m16),['Milk Spicy (m16)'],0.4
user_402_snacks,snacks,Banana Split Mild (m5),['Banana Split Mild (m5)'],0.4
user_403_dinner,dinner,Beef Burrito Deluxe (m21),"['Beef Burrito Deluxe (m21)', 'Cereal Special (m78)']",0.425
user_404_lunch,lunch,Spinach Salad Spicy (m118),['Spinach Salad Spicy (m118)'],0.4
user_405_dinner,dinner,Green Beans (m29),"['Green Beans (m29)', 'Banana Split Mild (m5)']",0.45625
user_406_snacks,snacks,Hummus with Pita Classic (m6),['Hummus with Pita Classic (m6)'],0.4
user_407_snacks,snacks,Banana Split Mild (m5),['Banana Split Mild (m5)'],0.4
user_408_dinner,dinner,Pork Schnitzel Mild (m32),"['Pork Schnitzel Mild (m32)', 'Banana Split Mild (m5)']",0.425
user_409_dinner,dinner,Pork Schnitzel Mild (m32),"['Pork Schnitzel Mild (m32)', 'Raspberry Lemonade Mild (m10)']",0.425
user_410_lunch,lunch,Donut Special (m31),['Donut Special (m31)'],0.4
user_411_lunch,lunch,Donut Special (m31),['Donut Special (m31)'],0.4
user_412_dinner,dinner,Green Beans (m29),"['Green Beans (m29)', 'Tomato Juice (m51)']",0.425
user_413_dinner,dinner,Chicken Wings Deluxe (m52),"['Chicken Wings Deluxe (m52)', 'Banana Split Mild (m5)']",0.425
user_414_lunch,lunch,Chicken Wings Deluxe (m52),"['Chicken Wings Deluxe (m52)', 'Peach Tea Deluxe (m4)']",0.45625
user_415_dinner,dinner,Green Beans (m29),"['Green Beans (m29)', 'Banana Split Mild (m5)']",0.45625
user_416_lunch,lunch,Chicken Wings Deluxe (m52),"['Chicken Wings Deluxe (m52)', 'Banana Split Mild (m5)']",0.425
user_417_lunch,lunch,Chicken Wings Deluxe (m52),"['Chicken Wings Deluxe (m52)', 'Banana Split Mild (m5)']",0.425
user_418_dinner,dinner,Pork Schnitzel Mild (m32),"['Pork Schnitzel Mild (m32)', 'Raspberry Lemonade Mild (m10)']",0.425
user_419_dinner,dinner,Green Beans (m29),"['Green Beans (m29)', 'Peach Tea Deluxe (m4)']",0.425
user_420_snacks,snacks,Hummus with Pita Classic (m6),['Hummus with Pita Classic (m6)'],0.4
user_421_snacks,snacks,Peach Tea Deluxe (m4),['Peach Tea Deluxe (m4)'],0.4
user_422_snacks,snacks,Tomato Juice (m51),['Tomato Juice (m51)'],0.4
user_423_lunch,lunch,Fish Tacos Spicy (m1561),['Fish Tacos Spicy (m1561)'],0.4
user_424_breakfast,breakfast,Donut Special (m31),['Donut Special (m31)'],0.4
user_425_snacks,snacks,Banana Split Mild (m5),['Banana Split Mild (m5)'],0.4
user_426_breakfast,breakfast,Milk Spicy (m16),['Milk Spicy (m16)'],0.4
user_427_snacks,snacks,Hummus with Pita Classic (m6),['Hummus with Pita Classic (m6)'],0.4
user_428_breakfast,breakfast,Milk Spicy (m16),['Milk Spicy (m16)'],0.4
user_429_snacks,snacks,Peach Tea Deluxe (m4),['Peach Tea Deluxe (m4)'],0.4
user_430_dinner,dinner,Pork Schnitzel Mild (m32),"['Pork Schnitzel Mild (m32)', 'Raspberry Lemonade Mild (m10)']",0.425
user_431_dinner,dinner,Fish Tacos Spicy (m1561),['Fish Tacos Spicy (m1561)'],0.4
user_432_lunch,lunch,Fish Tacos Spicy (m1561),['Fish Tacos Spicy (m1561)'],0.4
user_433_snacks,snacks,Banana Split Mild (m5),['Banana Split Mild (m5)'],0.4
user_434_dinner,dinner,Pork Schnitzel Mild (m32),"['Pork Schnitzel Mild (m32)', 'Peach Tea Deluxe (m4)']",0.425
user_435_breakfast,breakfast,Milk Spicy (m16),['Milk Spicy (m16)'],0.4
user_436_breakfast,breakfast,Donut Special (m31),['Donut Special (m31)'],0.4
user_437_lunch,lunch,Donut Special (m31),['Donut Special (m31)'],0.4
user_438_dinner,dinner,Fish Tacos Spicy (m1561),['Fish Tacos Spicy (m1561)'],0.4
user_439_snacks,snacks,Tomato Juice (m51),['Tomato Juice (m51)'],0.4
user_440_breakfast,breakfast,Cereal Special (m78),['Cereal Special (m78)'],0.4
user_441_snacks,snacks,Banana Split Mild (m5),['Banana Split Mild (m5)'],0.4
user_442_breakfast,breakfast,Milk Spicy (m16),['Milk Spicy (m16)'],0.4
user_443_snacks,snacks,Peach Tea Deluxe (m4),['Peach Tea Deluxe (m4)'],0.4
user_444_snacks,snacks,Peach Tea Deluxe (m4),['Peach Tea Deluxe (m4)'],0.4
user_445_dinner,dinner,Green Beans (m29),"['Green Beans (m29)', 'Peach Tea Deluxe (m4)']",0.425
user_446_snacks,snacks,Hummus with Pita Classic (m6),['Hummus with Pita Classic (m6)'],0.4
user_447_breakfast,breakfast,Donut Special (m31),['Donut Special (m31)'],0.4
user_448_breakfast,breakfast,Milk Spicy (m16),['Milk Spicy (m16)'],0.4
user_449_lunch,lunch,Donut Special (m31),['Donut Special (m31)'],0.4
user_450_breakfast,breakfast,Donut Special (m31),['Donut Special (m31)'],0.4
user_451_dinner,dinner,Fish Tacos Spicy (m1561),['Fish Tacos Spicy (m1561)'],0.4
user_452_snacks,snacks,Banana Split Mild (m5),['Banana Split Mild (m5)'],0.4
user_453_snacks,snacks,Banana Split Mild (m5),['Banana Split Mild (m5)'],0.4
user_454_snacks,snacks,Tomato Juice (m51),['Tomato Juice (m51)'],0.4
user_455_breakfast,breakfast,Donut Special (m31),['Donut Special (m31)'],0.4
user_456_snacks,snacks,Hummus with Pita Classic (m6),['Hummus with Pita Classic (m6)'],0.4
user_457_lunch,lunch,Donut Special (m31),['Donut Special (m31)'],0.4
user_458_dinner,dinner,Beef Burrito Deluxe (m21),"['Beef Burrito Deluxe (m21)', 'Cereal Special (m78)']",0.425
user_459_snacks,snacks,Banana Split Mild (m5),['Banana Split Mild (m5)'],0.4
user_460_breakfast,breakfast,Donut Special (m31),['Donut Special (m31)'],0.4
user_461_breakfast,breakfast,Cereal Special (m78),['Cereal Special (m78)'],0.4
user_462_lunch,lunch,Spinach Salad Spicy (m118),['Spinach Salad Spicy (m118)'],0.4
user_463_dinner,dinner,Pork Schnitzel Mild (m32),"['Pork Schnitzel Mild (m32)', 'Peach Tea Deluxe (m4)']",0.425
user_464_dinner,dinner,Green Beans (m29),"['Green Beans (m29)', 'Tomato Juice (m51)']",0.425
user_465_snacks,snacks,Banana Split Mild (m5),['Banana Split Mild (m5)'],0.4
user_466_lunch,lunch,Cranberry Juice Spicy (m320),['Cranberry Juice Spicy (m320)'],0.4
user_467_snacks,snacks,Hummus with Pita Classic (m6),['Hummus with Pita Classic (m6)'],0.4
user_468_lunch,lunch,Cranberry Juice Spicy (m320),['Cranberry Juice Spicy (m320)'],0.4
user_469_lunch,lunch,Spinach Salad Spicy (m118),['Spinach Salad Spicy (m118)'],0.4
user_470_breakfast,breakfast,Donut Special (m31),['Donut Special (m31)'],0.4
user_471_lunch,lunch,Chicken Wings Deluxe (m52),"['Chicken Wings Deluxe (m52)', 'Banana Split Mild (m5)']",0.425
user_472_breakfast,breakfast,Milk Spicy (m16),['Milk Spicy (m16)'],0.4
user_473_snacks,snacks,Tomato Juice (m51),['Tomato Juice (m51)'],0.4
user_474_lunch,lunch,Donut Special (m31),['Donut Special (m31)'],0.4
user_475_dinner,dinner,Green Beans (m29),"['Green Beans (m29)', 'Tomato Juice (m51)']",0.425
user_476_snacks,snacks,Peach Tea Deluxe (m4),['Peach Tea Deluxe (m4)'],0.4
user_477_dinner,dinner,Beef Burrito Deluxe (m21),"['Beef Burrito Deluxe (m21)', 'Stuffed Mushrooms Classic (m154)']",0.45
user_478_lunch,lunch,Fish Tacos Spicy (m1561),['Fish Tacos Spicy (m1561)'],0.4
user_479_breakfast,breakfast,Milk Spicy (m16),['Milk Spicy (m16)'],0.4
user_480_lunch,lunch,Donut Special (m31),['Donut Special (m31)'],0.4
user_481_snacks,snacks,Banana Split Mild (m5),['Banana Split Mild (m5)'],0.4
user_482_lunch,lunch,Donut Special (m31),['Donut Special (m31)'],0.4
user_483_snacks,snacks,Hummus with Pita Classic (m6),['Hummus with Pita Classic (m6)'],0.4
user_484_breakfast,breakfast,Donut Special (m31),['Donut Special (m31)'],0.4
user_485_dinner,dinner,Chicken Wings Deluxe (m52),"['Chicken Wings Deluxe (m52)', 'Raspberry Lemonade Mild (m10)']",0.425
user_486_dinner,dinner,Green Beans (m29),"['Green Beans (m29)', 'Tea Classic (m57)']",0.425
user_487_breakfast,breakfast,Milk Spicy (m16),['Milk Spicy (m16)'],0.4
user_488_dinner,dinner,Pork Schnitzel Mild (m32),"['Pork Schnitzel Mild (m32)', 'Banana Split Mild (m5)']",0.425
user_489_snacks,snacks,Banana Split Mild (m5),['Banana Split Mild (m5)'],0.4
user_490_lunch,lunch,Donut Special (m31),['Donut Special (m31)'],0.4
user_491_breakfast,breakfast,Cereal Special (m78),['Cereal Special (m78)'],0.4
user_492_lunch,lunch,Chicken Wings Deluxe (m52),"['Chicken Wings Deluxe (m52)', 'Banana Split Mild (m5)']",0.425
user_493_lunch,lunch,Fish Tacos Spicy (m1561),['Fish Tacos Spicy (m1561)'],0.4
user_494_lunch,lunch,Donut Special (m31),['Donut Special (m31)'],0.4
user_495_lunch,lunch,Fish Tacos Spicy (m1561),['Fish Tacos Spicy (m1561)'],0.4
user_496_breakfast,breakfast,Cereal Special (m78),['Cereal Special (m78)'],0.4
user_497_lunch,lunch,Donut Special (m31),['Donut Special (m31)'],0.4
user_498_snacks,snacks,Banana Split Mild (m5),['Banana Split Mild (m5)'],0.4
user_499_dinner,dinner,Green Beans (m29),"['Green Beans (m29)', 'Banana Split Mild (m5)']",0.45625
