user_id,meal_occasion,K_meals,team,team_size,req_categories,covered_categories,coverage_pct,goodness_ultra
user_176_lunch,lunch,3,"['Donut Special (m31)', 'Strawberry Smoothie Classic (m88)', 'Pork Chops Classic (m126)']",3,2,2,100.0,0.575
user_177_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Couscous Classic (m1639)', 'Chicken Souvlaki (m27)']",3,3,3,100.0,0.575
user_178_breakfast,breakfast,3,"['Cereal Special (m78)', 'Mango Juice Spicy (m233)', 'Breakfast Sandwich Special (m898)']",3,3,3,100.0,0.575
user_179_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Beef Burrito Deluxe (m21)', 'Stuffed Mushrooms Classic (m154)']",3,5,5,100.0,0.55
user_180_breakfast,breakfast,3,"['Cereal Special (m78)', 'Mango Juice Spicy (m233)', 'Breakfast Sandwich Special (m898)']",3,3,3,100.0,0.575
user_181_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Gelato Special (m389)', 'Hot Tea Spicy (m277)']",3,5,5,100.0,0.55
user_182_breakfast,breakfast,3,"['Cereal Special (m78)', 'Mango Juice Spicy (m233)', 'Breakfast Sandwich Special (m898)']",3,3,3,100.0,0.575
user_183_breakfast,breakfast,3,"['Milk Spicy (m16)', 'Cereal Special (m78)', 'Chicken Skewers Spicy (m100)']",3,2,2,100.0,0.575
user_184_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Chicken Wings Deluxe (m52)', 'Mocha Classic (m285)']",3,4,4,100.0,0.575
user_185_lunch,lunch,3,"['Cranberry Juice Spicy (m320)', 'Kale Salad (m358)', 'Chicken Alfredo Premium (m591)']",3,3,3,100.0,0.575
user_186_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Chicken Wings Deluxe (m52)', 'Mocha Classic (m285)']",3,4,4,100.0,0.575
user_187_breakfast,breakfast,3,"['Donut Special (m31)', 'Strawberry Smoothie Classic (m88)', 'Pork Chops Classic (m126)']",3,2,2,100.0,0.575
user_188_breakfast,breakfast,3,"['Cereal Special (m78)', 'Mango Juice Spicy (m233)', 'Breakfast Sandwich Special (m898)']",3,3,3,100.0,0.575
user_189_breakfast,breakfast,3,"['Cereal Special (m78)', 'Mango Juice Spicy (m233)', 'Breakfast Sandwich Special (m898)']",3,3,3,100.0,0.575
user_190_lunch,lunch,3,"['Donut Special (m31)', 'Strawberry Smoothie Classic (m88)', 'Pork Chops Classic (m126)']",3,2,2,100.0,0.575
user_191_lunch,lunch,3,"['Spinach Salad Spicy (m118)', 'Strawberry Smoothie (m133)', 'Vegetable Soup Spicy (m804)']",3,3,3,100.0,0.575
user_192_lunch,lunch,3,"['Spinach Salad Spicy (m118)', 'Strawberry Smoothie (m133)', 'Vegetable Soup Spicy (m804)']",3,3,3,100.0,0.575
user_193_breakfast,breakfast,3,"['Milk Spicy (m16)', 'Cereal Special (m78)', 'Chicken Skewers Spicy (m100)']",3,2,2,100.0,0.575
user_194_breakfast,breakfast,3,"['Milk Spicy (m16)', 'Cereal Special (m78)', 'Chicken Skewers Spicy (m100)']",3,2,2,100.0,0.575
user_195_snacks,snacks,3,"['Peach Tea Deluxe (m4)', 'Banana Split Mild (m5)', 'Raspberry Lemonade Mild (m10)']",3,1,1,100.0,0.575
user_196_snacks,snacks,3,"['Hummus with Pita Classic (m6)', 'Ramen Special (m9)', 'French Fries Mild (m13)']",3,1,1,100.0,0.575
user_197_lunch,lunch,3,"['Cranberry Juice Spicy (m320)', 'Kale Salad (m358)', 'Chicken Alfredo Premium (m591)']",3,3,3,100.0,0.575
user_198_snacks,snacks,3,"['Tomato Juice (m51)', 'Chicken Skewers Spicy (m100)', 'Oat Milk Light (m109)']",3,2,2,100.0,0.575
user_199_snacks,snacks,3,"['Peach Tea Deluxe (m4)', 'Banana Split Mild (m5)', 'Raspberry Lemonade Mild (m10)']",3,1,1,100.0,0.575
user_200_breakfast,breakfast,3,"['Cereal Special (m78)', 'Mango Juice Spicy (m233)', 'Breakfast Sandwich Special (m898)']",3,3,3,100.0,0.575
user_201_breakfast,breakfast,3,"['Donut Special (m31)', 'Strawberry Smoothie Classic (m88)', 'Pork Chops Classic (m126)']",3,2,2,100.0,0.575
user_202_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Couscous Classic (m1639)', 'Chicken Souvlaki (m27)']",3,3,3,100.0,0.575
user_203_lunch,lunch,3,"['Fish Tacos Spicy (m1561)', 'Couscous Classic (m1639)', 'Chicken Souvlaki (m27)']",3,3,3,100.0,0.575
user_204_lunch,lunch,3,"['Fish Tacos Spicy (m1561)', 'Couscous Classic (m1639)', 'Chicken Souvlaki (m27)']",3,3,3,100.0,0.575
user_205_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Gelato Special (m389)', 'Hot Tea Spicy (m277)']",3,5,5,100.0,0.55
user_206_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Gelato Special (m389)', 'Hot Tea Spicy (m277)']",3,5,5,100.0,0.55
user_207_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Chicken Wings Deluxe (m52)', 'Mocha Classic (m285)']",3,4,4,100.0,0.575
user_208_breakfast,breakfast,3,"['Donut Special (m31)', 'Strawberry Smoothie Classic (m88)', 'Pork Chops Classic (m126)']",3,2,2,100.0,0.575
user_209_breakfast,breakfast,3,"['Cereal Special (m78)', 'Mango Juice Spicy (m233)', 'Breakfast Sandwich Special (m898)']",3,3,3,100.0,0.575
user_210_lunch,lunch,3,"['Cranberry Juice Spicy (m320)', 'Kale Salad (m358)', 'Chicken Alfredo Premium (m591)']",3,3,3,100.0,0.575
user_211_snacks,snacks,3,"['Banana Split Mild (m5)', 'Chocolate Cake Special (m8)', 'Gelato (m17)']",3,1,1,100.0,0.575
user_212_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Chicken Wings Deluxe (m52)', 'Mocha Classic (m285)']",3,4,4,100.0,0.575
user_213_snacks,snacks,3,"['Banana Split Mild (m5)', 'Gelato (m22)', 'Donut Special (m31)']",3,2,2,100.0,0.575
user_214_lunch,lunch,3,"['Fish Tacos Spicy (m1561)', 'Couscous Classic (m1639)', 'Chicken Souvlaki (m27)']",3,3,3,100.0,0.575
user_215_lunch,lunch,3,"['Fish Tacos Spicy (m1561)', 'Chicken Wings Deluxe (m52)', 'Mocha Classic (m285)']",3,4,4,100.0,0.575
user_216_breakfast,breakfast,3,"['Donut Special (m31)', 'Strawberry Smoothie Classic (m88)', 'Pork Chops Classic (m126)']",3,2,2,100.0,0.575
user_217_snacks,snacks,3,"['Hummus with Pita Classic (m6)', 'Ramen Special (m9)', 'French Fries Mild (m13)']",3,1,1,100.0,0.575
user_218_breakfast,breakfast,3,"['Milk Spicy (m16)', 'Cereal Special (m78)', 'Chicken Skewers Spicy (m100)']",3,2,2,100.0,0.575
user_219_breakfast,breakfast,3,"['Cereal Special (m78)', 'Mango Juice Spicy (m233)', 'Breakfast Sandwich Special (m898)']",3,3,3,100.0,0.575
user_220_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Chicken Wings Deluxe (m52)', 'Mocha Classic (m285)']",3,4,4,100.0,0.575
user_221_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Couscous Classic (m1639)', 'Chicken Souvlaki (m27)']",3,3,3,100.0,0.575
user_222_lunch,lunch,3,"['Fish Tacos Spicy (m1561)', 'Couscous Classic (m1639)', 'Chicken Souvlaki (m27)']",3,3,3,100.0,0.575
user_223_breakfast,breakfast,3,"['Milk Spicy (m16)', 'Cereal Special (m78)', 'Chicken Skewers Spicy (m100)']",3,2,2,100.0,0.575
user_224_breakfast,breakfast,3,"['Milk Spicy (m16)', 'Cereal Special (m78)', 'Chicken Skewers Spicy (m100)']",3,2,2,100.0,0.575
user_225_snacks,snacks,3,"['Tomato Juice (m51)', 'Chicken Skewers Spicy (m100)', 'Oat Milk Light (m109)']",3,2,2,100.0,0.575
user_226_snacks,snacks,3,"['Banana Split Mild (m5)', 'Gelato (m22)', 'Donut Special (m31)']",3,2,2,100.0,0.575
user_227_snacks,snacks,3,"['Hummus with Pita Classic (m6)', 'Ramen Special (m9)', 'French Fries Mild (m13)']",3,1,1,100.0,0.575
user_228_snacks,snacks,3,"['Banana Split Mild (m5)', 'Gelato (m22)', 'Donut Special (m31)']",3,2,2,100.0,0.575
user_229_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Chicken Wings Deluxe (m52)', 'Mocha Classic (m285)']",3,4,4,100.0,0.575
user_230_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Beef Burrito Deluxe (m21)', 'Stuffed Mushrooms Classic (m154)']",3,5,5,100.0,0.55
user_231_lunch,lunch,3,"['Spinach Salad Spicy (m118)', 'Strawberry Smoothie (m133)', 'Vegetable Soup Spicy (m804)']",3,3,3,100.0,0.575
user_232_lunch,lunch,3,"['Fish Tacos Spicy (m1561)', 'Chicken Wings Deluxe (m52)', 'Mocha Classic (m285)']",3,4,4,100.0,0.575
user_233_breakfast,breakfast,3,"['Donut Special (m31)', 'Strawberry Smoothie Classic (m88)', 'Pork Chops Classic (m126)']",3,2,2,100.0,0.575
user_234_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Green Beans (m29)', 'Donut Special (m31)']",3,4,4,100.0,0.575
user_235_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Gelato Special (m389)', 'Hot Tea Spicy (m277)']",3,5,5,100.0,0.55
user_236_lunch,lunch,3,"['Cranberry Juice Spicy (m320)', 'Kale Salad (m358)', 'Chicken Alfredo Premium (m591)']",3,3,3,100.0,0.575
user_237_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Pork Schnitzel Mild (m32)', 'Strawberry Smoothie Premium (m157)']",3,4,4,100.0,0.575
user_238_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Chicken Wings Deluxe (m52)', 'Mocha Classic (m285)']",3,4,4,100.0,0.575
user_239_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Pork Schnitzel Mild (m32)', 'Strawberry Smoothie Premium (m157)']",3,4,4,100.0,0.575
user_240_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Green Beans (m29)', 'Donut Special (m31)']",3,4,4,100.0,0.575
user_241_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Couscous Classic (m1639)', 'Chicken Souvlaki (m27)']",3,3,3,100.0,0.575
user_242_snacks,snacks,3,"['Hummus with Pita Classic (m6)', 'Ramen Special (m9)', 'French Fries Mild (m13)']",3,1,1,100.0,0.575
user_243_lunch,lunch,3,"['Fish Tacos Spicy (m1561)', 'Chicken Wings Deluxe (m52)', 'Mocha Classic (m285)']",3,4,4,100.0,0.575
user_244_snacks,snacks,3,"['Banana Split Mild (m5)', 'Gelato (m22)', 'Donut Special (m31)']",3,2,2,100.0,0.575
user_245_breakfast,breakfast,3,"['Milk Spicy (m16)', 'Cereal Special (m78)', 'Chicken Skewers Spicy (m100)']",3,2,2,100.0,0.575
user_246_breakfast,breakfast,3,"['Milk Spicy (m16)', 'Cereal Special (m78)', 'Chicken Skewers Spicy (m100)']",3,2,2,100.0,0.575
user_247_lunch,lunch,3,"['Fish Tacos Spicy (m1561)', 'Chicken Wings Deluxe (m52)', 'Mocha Classic (m285)']",3,4,4,100.0,0.575
user_248_snacks,snacks,3,"['Banana Split Mild (m5)', 'Chocolate Cake Special (m8)', 'Gelato (m17)']",3,1,1,100.0,0.575
user_249_snacks,snacks,3,"['Peach Tea Deluxe (m4)', 'Banana Split Mild (m5)', 'Raspberry Lemonade Mild (m10)']",3,1,1,100.0,0.575
user_250_snacks,snacks,3,"['Banana Split Mild (m5)', 'Gelato (m22)', 'Donut Special (m31)']",3,2,2,100.0,0.575
user_251_breakfast,breakfast,3,"['Donut Special (m31)', 'Strawberry Smoothie Classic (m88)', 'Pork Chops Classic (m126)']",3,2,2,100.0,0.575
user_252_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Pork Schnitzel Mild (m32)', 'Strawberry Smoothie Premium (m157)']",3,4,4,100.0,0.575
user_253_lunch,lunch,3,"['Fish Tacos Spicy (m1561)', 'Chicken Wings Deluxe (m52)', 'Mocha Classic (m285)']",3,4,4,100.0,0.575
user_254_lunch,lunch,3,"['Cranberry Juice Spicy (m320)', 'Kale Salad (m358)', 'Chicken Alfredo Premium (m591)']",3,3,3,100.0,0.575
user_255_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Green Beans (m29)', 'Donut Special (m31)']",3,4,4,100.0,0.575
user_256_lunch,lunch,3,"['Fish Tacos Spicy (m1561)', 'Couscous Classic (m1639)', 'Chicken Souvlaki (m27)']",3,3,3,100.0,0.575
user_257_snacks,snacks,3,"['Tomato Juice (m51)', 'Chicken Skewers Spicy (m100)', 'Oat Milk Light (m109)']",3,2,2,100.0,0.575
user_258_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Beef Burrito Deluxe (m21)', 'Stuffed Mushrooms Classic (m154)']",3,5,5,100.0,0.55
user_259_lunch,lunch,3,"['Fish Tacos Spicy (m1561)', 'Couscous Classic (m1639)', 'Chicken Souvlaki (m27)']",3,3,3,100.0,0.575
user_260_breakfast,breakfast,3,"['Milk Spicy (m16)', 'Cereal Special (m78)', 'Chicken Skewers Spicy (m100)']",3,2,2,100.0,0.575
user_261_snacks,snacks,3,"['Banana Split Mild (m5)', 'Gelato (m22)', 'Donut Special (m31)']",3,2,2,100.0,0.575
user_262_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Beef Burrito Deluxe (m21)', 'Stuffed Mushrooms Classic (m154)']",3,5,5,100.0,0.55
user_263_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Pork Schnitzel Mild (m32)', 'Strawberry Smoothie Premium (m157)']",3,4,4,100.0,0.575
user_264_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Gelato Special (m389)', 'Hot Tea Spicy (m277)']",3,5,5,100.0,0.55
user_265_snacks,snacks,3,"['Tomato Juice (m51)', 'Chicken Skewers Spicy (m100)', 'Oat Milk Light (m109)']",3,2,2,100.0,0.575
user_266_breakfast,breakfast,3,"['Milk Spicy (m16)', 'Cereal Special (m78)', 'Chicken Skewers Spicy (m100)']",3,2,2,100.0,0.575
user_267_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Pork Schnitzel Mild (m32)', 'Strawberry Smoothie Premium (m157)']",3,4,4,100.0,0.575
user_268_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Pork Schnitzel Mild (m32)', 'Strawberry Smoothie Premium (m157)']",3,4,4,100.0,0.575
user_269_snacks,snacks,3,"['Hummus with Pita Classic (m6)', 'Ramen Special (m9)', 'French Fries Mild (m13)']",3,1,1,100.0,0.575
user_270_lunch,lunch,3,"['Fish Tacos Spicy (m1561)', 'Chicken Wings Deluxe (m52)', 'Mocha Classic (m285)']",3,4,4,100.0,0.575
user_271_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Chicken Wings Deluxe (m52)', 'Mocha Classic (m285)']",3,4,4,100.0,0.575
user_272_breakfast,breakfast,3,"['Cereal Special (m78)', 'Mango Juice Spicy (m233)', 'Breakfast Sandwich Special (m898)']",3,3,3,100.0,0.575
user_273_snacks,snacks,3,"['Banana Split Mild (m5)', 'Gelato (m22)', 'Donut Special (m31)']",3,2,2,100.0,0.575
user_274_breakfast,breakfast,3,"['Cereal Special (m78)', 'Mango Juice Spicy (m233)', 'Breakfast Sandwich Special (m898)']",3,3,3,100.0,0.575
user_275_lunch,lunch,3,"['Fish Tacos Spicy (m1561)', 'Chicken Wings Deluxe (m52)', 'Mocha Classic (m285)']",3,4,4,100.0,0.575
user_276_breakfast,breakfast,3,"['Donut Special (m31)', 'Strawberry Smoothie Classic (m88)', 'Pork Chops Classic (m126)']",3,2,2,100.0,0.575
user_277_lunch,lunch,3,"['Donut Special (m31)', 'Strawberry Smoothie Classic (m88)', 'Pork Chops Classic (m126)']",3,2,2,100.0,0.575
user_278_breakfast,breakfast,3,"['Milk Spicy (m16)', 'Cereal Special (m78)', 'Chicken Skewers Spicy (m100)']",3,2,2,100.0,0.575
user_279_lunch,lunch,3,"['Cranberry Juice Spicy (m320)', 'Kale Salad (m358)', 'Chicken Alfredo Premium (m591)']",3,3,3,100.0,0.575
user_280_lunch,lunch,3,"['Cranberry Juice Spicy (m320)', 'Kale Salad (m358)', 'Chicken Alfredo Premium (m591)']",3,3,3,100.0,0.575
user_281_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Chicken Wings Deluxe (m52)', 'Mocha Classic (m285)']",3,4,4,100.0,0.575
user_282_lunch,lunch,3,"['Fish Tacos Spicy (m1561)', 'Chicken Wings Deluxe (m52)', 'Mocha Classic (m285)']",3,4,4,100.0,0.575
user_283_snacks,snacks,3,"['Banana Split Mild (m5)', 'Chocolate Cake Special (m8)', 'Gelato (m17)']",3,1,1,100.0,0.575
user_284_lunch,lunch,3,"['Spinach Salad Spicy (m118)', 'Strawberry Smoothie (m133)', 'Vegetable Soup Spicy (m804)']",3,3,3,100.0,0.575
user_285_lunch,lunch,3,"['Cranberry Juice Spicy (m320)', 'Kale Salad (m358)', 'Chicken Alfredo Premium (m591)']",3,3,3,100.0,0.575
user_286_breakfast,breakfast,3,"['Milk Spicy (m16)', 'Cereal Special (m78)', 'Chicken Skewers Spicy (m100)']",3,2,2,100.0,0.575
user_287_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Beef Burrito Deluxe (m21)', 'Stuffed Mushrooms Classic (m154)']",3,5,5,100.0,0.55
user_288_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Green Beans (m29)', 'Donut Special (m31)']",3,4,4,100.0,0.575
user_289_lunch,lunch,3,"['Spinach Salad Spicy (m118)', 'Strawberry Smoothie (m133)', 'Vegetable Soup Spicy (m804)']",3,3,3,100.0,0.575
user_290_snacks,snacks,3,"['Banana Split Mild (m5)', 'Gelato (m22)', 'Donut Special (m31)']",3,2,2,100.0,0.575
user_291_lunch,lunch,3,"['Spinach Salad Spicy (m118)', 'Strawberry Smoothie (m133)', 'Vegetable Soup Spicy (m804)']",3,3,3,100.0,0.575
user_292_snacks,snacks,3,"['Banana Split Mild (m5)', 'Gelato (m22)', 'Donut Special (m31)']",3,2,2,100.0,0.575
user_293_lunch,lunch,3,"['Fish Tacos Spicy (m1561)', 'Chicken Wings Deluxe (m52)', 'Mocha Classic (m285)']",3,4,4,100.0,0.575
user_294_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Pork Schnitzel Mild (m32)', 'Strawberry Smoothie Premium (m157)']",3,4,4,100.0,0.575
user_295_breakfast,breakfast,3,"['Cereal Special (m78)', 'Mango Juice Spicy (m233)', 'Breakfast Sandwich Special (m898)']",3,3,3,100.0,0.575
user_296_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Gelato Special (m389)', 'Hot Tea Spicy (m277)']",3,5,5,100.0,0.55
user_297_breakfast,breakfast,3,"['Milk Spicy (m16)', 'Cereal Special (m78)', 'Chicken Skewers Spicy (m100)']",3,2,2,100.0,0.575
user_298_snacks,snacks,3,"['Banana Split Mild (m5)', 'Chocolate Cake Special (m8)', 'Gelato (m17)']",3,1,1,100.0,0.575
user_299_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Gelato Special (m389)', 'Hot Tea Spicy (m277)']",3,5,5,100.0,0.55
user_300_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Green Beans (m29)', 'Donut Special (m31)']",3,4,4,100.0,0.575
user_301_snacks,snacks,3,"['Banana Split Mild (m5)', 'Chocolate Cake Special (m8)', 'Gelato (m17)']",3,1,1,100.0,0.575
user_302_lunch,lunch,3,"['Fish Tacos Spicy (m1561)', 'Couscous Classic (m1639)', 'Chicken Souvlaki (m27)']",3,3,3,100.0,0.575
user_303_snacks,snacks,3,"['Tomato Juice (m51)', 'Chicken Skewers Spicy (m100)', 'Oat Milk Light (m109)']",3,2,2,100.0,0.575
user_304_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Gelato Special (m389)', 'Hot Tea Spicy (m277)']",3,5,5,100.0,0.55
user_305_lunch,lunch,3,"['Fish Tacos Spicy (m1561)', 'Couscous Classic (m1639)', 'Chicken Souvlaki (m27)']",3,3,3,100.0,0.575
user_306_breakfast,breakfast,3,"['Cereal Special (m78)', 'Mango Juice Spicy (m233)', 'Breakfast Sandwich Special (m898)']",3,3,3,100.0,0.575
user_307_snacks,snacks,3,"['Tomato Juice (m51)', 'Chicken Skewers Spicy (m100)', 'Oat Milk Light (m109)']",3,2,2,100.0,0.575
user_308_snacks,snacks,3,"['Tomato Juice (m51)', 'Chicken Skewers Spicy (m100)', 'Oat Milk Light (m109)']",3,2,2,100.0,0.575
user_309_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Chicken Wings Deluxe (m52)', 'Mocha Classic (m285)']",3,4,4,100.0,0.575
user_310_breakfast,breakfast,3,"['Cereal Special (m78)', 'Mango Juice Spicy (m233)', 'Breakfast Sandwich Special (m898)']",3,3,3,100.0,0.575
user_311_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Pork Schnitzel Mild (m32)', 'Strawberry Smoothie Premium (m157)']",3,4,4,100.0,0.575
user_312_lunch,lunch,3,"['Cranberry Juice Spicy (m320)', 'Kale Salad (m358)', 'Chicken Alfredo Premium (m591)']",3,3,3,100.0,0.575
user_313_lunch,lunch,3,"['Donut Special (m31)', 'Strawberry Smoothie Classic (m88)', 'Pork Chops Classic (m126)']",3,2,2,100.0,0.575
user_314_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Couscous Classic (m1639)', 'Chicken Souvlaki (m27)']",3,3,3,100.0,0.575
user_315_lunch,lunch,3,"['Spinach Salad Spicy (m118)', 'Strawberry Smoothie (m133)', 'Vegetable Soup Spicy (m804)']",3,3,3,100.0,0.575
user_316_snacks,snacks,3,"['Hummus with Pita Classic (m6)', 'Ramen Special (m9)', 'French Fries Mild (m13)']",3,1,1,100.0,0.575
user_317_lunch,lunch,3,"['Fish Tacos Spicy (m1561)', 'Chicken Wings Deluxe (m52)', 'Mocha Classic (m285)']",3,4,4,100.0,0.575
user_318_breakfast,breakfast,3,"['Milk Spicy (m16)', 'Cereal Special (m78)', 'Chicken Skewers Spicy (m100)']",3,2,2,100.0,0.575
user_319_lunch,lunch,3,"['Fish Tacos Spicy (m1561)', 'Chicken Wings Deluxe (m52)', 'Mocha Classic (m285)']",3,4,4,100.0,0.575
user_320_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Green Beans (m29)', 'Donut Special (m31)']",3,4,4,100.0,0.575
user_321_snacks,snacks,3,"['Peach Tea Deluxe (m4)', 'Banana Split Mild (m5)', 'Raspberry Lemonade Mild (m10)']",3,1,1,100.0,0.575
user_322_breakfast,breakfast,3,"['Milk Spicy (m16)', 'Cereal Special (m78)', 'Chicken Skewers Spicy (m100)']",3,2,2,100.0,0.575
user_323_lunch,lunch,3,"['Fish Tacos Spicy (m1561)', 'Couscous Classic (m1639)', 'Chicken Souvlaki (m27)']",3,3,3,100.0,0.575
user_324_snacks,snacks,3,"['Peach Tea Deluxe (m4)', 'Banana Split Mild (m5)', 'Raspberry Lemonade Mild (m10)']",3,1,1,100.0,0.575
user_325_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Pork Schnitzel Mild (m32)', 'Strawberry Smoothie Premium (m157)']",3,4,4,100.0,0.575
user_326_snacks,snacks,3,"['Peach Tea Deluxe (m4)', 'Banana Split Mild (m5)', 'Raspberry Lemonade Mild (m10)']",3,1,1,100.0,0.575
user_327_breakfast,breakfast,3,"['Milk Spicy (m16)', 'Cereal Special (m78)', 'Chicken Skewers Spicy (m100)']",3,2,2,100.0,0.575
user_328_snacks,snacks,3,"['Banana Split Mild (m5)', 'Gelato (m22)', 'Donut Special (m31)']",3,2,2,100.0,0.575
user_329_lunch,lunch,3,"['Fish Tacos Spicy (m1561)', 'Couscous Classic (m1639)', 'Chicken Souvlaki (m27)']",3,3,3,100.0,0.575
user_330_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Gelato Special (m389)', 'Hot Tea Spicy (m277)']",3,5,5,100.0,0.55
user_331_snacks,snacks,3,"['Banana Split Mild (m5)', 'Chocolate Cake Special (m8)', 'Gelato (m17)']",3,1,1,100.0,0.575
user_332_snacks,snacks,3,"['Hummus with Pita Classic (m6)', 'Ramen Special (m9)', 'French Fries Mild (m13)']",3,1,1,100.0,0.575
user_333_lunch,lunch,3,"['Spinach Salad Spicy (m118)', 'Strawberry Smoothie (m133)', 'Vegetable Soup Spicy (m804)']",3,3,3,100.0,0.575
user_334_snacks,snacks,3,"['Hummus with Pita Classic (m6)', 'Ramen Special (m9)', 'French Fries Mild (m13)']",3,1,1,100.0,0.575
user_335_lunch,lunch,3,"['Donut Special (m31)', 'Strawberry Smoothie Classic (m88)', 'Pork Chops Classic (m126)']",3,2,2,100.0,0.575
user_336_snacks,snacks,3,"['Peach Tea Deluxe (m4)', 'Banana Split Mild (m5)', 'Raspberry Lemonade Mild (m10)']",3,1,1,100.0,0.575
user_337_snacks,snacks,3,"['Hummus with Pita Classic (m6)', 'Ramen Special (m9)', 'French Fries Mild (m13)']",3,1,1,100.0,0.575
user_338_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Green Beans (m29)', 'Donut Special (m31)']",3,4,4,100.0,0.575
user_339_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Green Beans (m29)', 'Donut Special (m31)']",3,4,4,100.0,0.575
user_340_snacks,snacks,3,"['Banana Split Mild (m5)', 'Chocolate Cake Special (m8)', 'Gelato (m17)']",3,1,1,100.0,0.575
user_341_snacks,snacks,3,"['Hummus with Pita Classic (m6)', 'Ramen Special (m9)', 'French Fries Mild (m13)']",3,1,1,100.0,0.575
user_342_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Gelato Special (m389)', 'Hot Tea Spicy (m277)']",3,5,5,100.0,0.55
user_343_breakfast,breakfast,3,"['Donut Special (m31)', 'Strawberry Smoothie Classic (m88)', 'Pork Chops Classic (m126)']",3,2,2,100.0,0.575
user_344_breakfast,breakfast,3,"['Cereal Special (m78)', 'Mango Juice Spicy (m233)', 'Breakfast Sandwich Special (m898)']",3,3,3,100.0,0.575
user_345_lunch,lunch,3,"['Cranberry Juice Spicy (m320)', 'Kale Salad (m358)', 'Chicken Alfredo Premium (m591)']",3,3,3,100.0,0.575
user_346_breakfast,breakfast,3,"['Cereal Special (m78)', 'Mango Juice Spicy (m233)', 'Breakfast Sandwich Special (m898)']",3,3,3,100.0,0.575
user_347_breakfast,breakfast,3,"['Cereal Special (m78)', 'Mango Juice Spicy (m233)', 'Breakfast Sandwich Special (m898)']",3,3,3,100.0,0.575
user_348_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Couscous Classic (m1639)', 'Chicken Souvlaki (m27)']",3,3,3,100.0,0.575
user_349_lunch,lunch,3,"['Spinach Salad Spicy (m118)', 'Strawberry Smoothie (m133)', 'Vegetable Soup Spicy (m804)']",3,3,3,100.0,0.575
user_350_lunch,lunch,3,"['Spinach Salad Spicy (m118)', 'Strawberry Smoothie (m133)', 'Vegetable Soup Spicy (m804)']",3,3,3,100.0,0.575
user_351_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Gelato Special (m389)', 'Hot Tea Spicy (m277)']",3,5,5,100.0,0.55
user_352_breakfast,breakfast,3,"['Milk Spicy (m16)', 'Cereal Special (m78)', 'Chicken Skewers Spicy (m100)']",3,2,2,100.0,0.575
